home_matchup_id,away_matchup_id,team_id,schedule_season,schedule_week,team_home_abb,score_home,score_away,away_team_abb,team_favorite_id,spread_favorite,over_under_line,starting_spread,Total Score Open,fav_team_open,fav_team_cur,remain_fav,spread_movement,ou_movement,strong_movement,fav_team_stronger,fav_spread,team_notfav_id,fav_cover,over_under_result,precip,dome,temperature,wind_mph,team_abb,homeoraway,fav_homeoraway,ats_w,ats_l
wasvsdal_2021_14,dal@was_2021_14,was_2021_14,2021,14,was,20.0,27.0,dal,dal,-6.5,48.0,-4.5,49.0,dallas cowboys,dallas cowboys,1,-2.0,-1.0,0,1,-6.5,was,cover,under,0,0,45,10,was,1,1,0,1
wasvsphi_2021_17,phi@was_2021_17,was_2021_17,2021,17,was,16.0,20.0,phi,phi,-6.0,44.5,-3.0,45.0,philadelphia eagles,philadelphia eagles,1,-3.0,-0.5,1,1,-6.0,was,no cover,under,1,0,60,6,was,1,1,1,0
wasvsjax_2022_1,jax@was_2022_1,was_2022_1,2022,1,was,28.0,22.0,jax,was,-3.0,43.0,-3.5,44.0,washington commanders,washington commanders,1,0.5,-1.0,0,0,-3.0,jax,cover,over,1,0,74,5,was,1,0,1,0
wasvsphi_2022_3,phi@was_2022_3,was_2022_3,2022,3,was,8.0,24.0,phi,phi,-6.0,47.5,-3.0,50.0,philadelphia eagles,philadelphia eagles,1,-3.0,-2.5,1,1,-6.0,was,cover,under,1,0,75,9,was,1,1,0,1
arivslac_2014_1,lac@ari_2014_1,lac_2014_1,2014,1,ari,18.0,17.0,lac,ari,-3.0,45.5,-3.5,44.5,arizona cardinals,arizona cardinals,1,0.5,1.0,0,0,-3.0,lac,no cover,under,0,1,70,0,lac,1,0,0,1
arivssf_2014_3,sf@ari_2014_3,sf_2014_3,2014,3,ari,23.0,14.0,sf,sf,-3.0,41.0,-2.5,42.0,san francisco 49ers,san francisco 49ers,1,-0.5,-1.0,0,1,-3.0,ari,no cover,under,0,1,70,0,sf,1,1,1,0
arivswas_2014_6,was@ari_2014_6,was_2014_6,2014,6,ari,30.0,20.0,was,ari,-5.0,47.0,-3.5,45.0,arizona cardinals,arizona cardinals,1,-1.5,2.0,0,1,-5.0,was,cover,over,0,1,70,0,was,1,0,1,0
arivsphi_2014_8,phi@ari_2014_8,phi_2014_8,2014,8,ari,24.0,20.0,phi,ari,-1.0,49.0,-3.0,48.0,arizona cardinals,arizona cardinals,1,2.0,1.0,0,0,-1.0,phi,cover,under,0,1,70,0,phi,1,0,1,0
arivslar_2014_10,lar@ari_2014_10,lar_2014_10,2014,10,ari,31.0,14.0,lar,ari,-7.0,43.0,-7.0,43.0,arizona cardinals,arizona cardinals,1,0.0,0.0,0,0,-7.0,lar,cover,over,0,1,70,0,lar,1,0,1,0
arivsdet_2014_11,det@ari_2014_11,det_2014_11,2014,11,ari,14.0,6.0,det,det,-1.0,41.5,-2.5,41.5,arizona cardinals,detroit lions,0,3.5,0.0,1,0,-1.0,ari,no cover,under,0,1,70,0,det,1,1,1,0
arivskc_2014_14,kc@ari_2014_14,kc_2014_14,2014,14,ari,17.0,14.0,kc,kc,-2.5,41.5,0.0,41.5,kansas city chiefs,kansas city chiefs,1,-2.5,0.0,0,1,-2.5,ari,no cover,under,0,1,70,0,kc,1,1,1,0
arivssea_2014_16,sea@ari_2014_16,sea_2014_16,2014,16,ari,6.0,35.0,sea,sea,-9.5,36.5,-7.5,39.5,seattle seahawks,seattle seahawks,1,-2.0,-3.0,0,1,-9.5,ari,cover,over,0,1,70,0,sea,1,1,0,1
arivsno_2015_1,no@ari_2015_1,no_2015_1,2015,1,ari,31.0,19.0,no,ari,-2.0,48.5,-2.5,47.0,arizona cardinals,arizona cardinals,1,0.5,1.5,0,0,-2.0,no,cover,over,0,1,70,0,no,1,0,1,0
arivssf_2015_3,sf@ari_2015_3,sf_2015_3,2015,3,ari,47.0,7.0,sf,ari,-7.0,45.0,-6.0,44.0,arizona cardinals,arizona cardinals,1,-1.0,1.0,0,1,-7.0,sf,cover,over,0,1,70,0,sf,1,0,1,0
arivslar_2015_4,lar@ari_2015_4,lar_2015_4,2015,4,ari,22.0,24.0,lar,ari,-7.0,43.5,-6.0,42.0,arizona cardinals,arizona cardinals,1,-1.0,1.5,0,1,-7.0,lar,no cover,over,0,1,70,0,lar,1,0,0,1
arivsbal_2015_7,bal@ari_2015_7,bal_2015_7,2015,7,ari,26.0,18.0,bal,ari,-10.0,49.5,-7.5,48.5,arizona cardinals,arizona cardinals,1,-2.5,1.0,0,1,-10.0,bal,no cover,under,0,1,70,0,bal,1,0,0,1
arivscin_2015_11,cin@ari_2015_11,cin_2015_11,2015,11,ari,34.0,31.0,cin,ari,-4.0,48.0,-3.5,47.0,arizona cardinals,arizona cardinals,1,-0.5,1.0,0,1,-4.0,cin,no cover,over,0,1,70,0,cin,1,0,0,1
arivsmin_2015_14,min@ari_2015_14,min_2015_14,2015,14,ari,23.0,20.0,min,ari,-10.0,46.5,-7.5,45.0,arizona cardinals,arizona cardinals,1,-2.5,1.5,0,1,-10.0,min,no cover,under,0,1,70,0,min,1,0,0,1
arivsgb_2015_16,gb@ari_2015_16,gb_2015_16,2015,16,ari,38.0,8.0,gb,ari,-6.0,50.0,-4.5,49.5,arizona cardinals,arizona cardinals,1,-1.5,0.5,0,1,-6.0,gb,cover,under,0,1,70,0,gb,1,0,1,0
arivssea_2015_17,sea@ari_2015_17,sea_2015_17,2015,17,ari,6.0,36.0,sea,ari,-6.0,46.5,-3.5,47.5,arizona cardinals,arizona cardinals,1,-2.5,-1.0,0,1,-6.0,sea,no cover,under,0,1,70,0,sea,1,0,0,1
arivsne_2016_1,ne@ari_2016_1,ne_2016_1,2016,1,ari,21.0,23.0,ne,ari,-9.0,44.5,-5.5,47.5,arizona cardinals,arizona cardinals,1,-3.5,-3.0,1,1,-9.0,ne,no cover,under,0,1,70,0,ne,1,0,0,1
arivstb_2016_2,tb@ari_2016_2,tb_2016_2,2016,2,ari,40.0,7.0,tb,ari,-7.5,49.5,-7.0,50.0,arizona cardinals,arizona cardinals,1,-0.5,-0.5,0,1,-7.5,tb,cover,under,0,1,70,0,tb,1,0,1,0
arivslar_2016_4,lar@ari_2016_4,lar_2016_4,2016,4,ari,13.0,17.0,lar,ari,-10.0,43.5,-8.5,43.5,arizona cardinals,arizona cardinals,1,-1.5,0.0,0,1,-10.0,lar,no cover,under,0,1,70,0,lar,1,0,0,1
arivsnyj_2016_6,nyj@ari_2016_6,nyj_2016_6,2016,6,ari,28.0,3.0,nyj,ari,-7.5,46.0,-7.5,46.0,arizona cardinals,arizona cardinals,1,0.0,0.0,0,0,-7.5,nyj,cover,under,0,1,70,0,nyj,1,0,1,0
arivssea_2016_7,sea@ari_2016_7,sea_2016_7,2016,7,ari,6.0,6.0,sea,ari,-2.0,43.0,-2.0,43.5,arizona cardinals,arizona cardinals,1,0.0,-0.5,0,0,-2.0,sea,no cover,under,0,1,70,0,sea,1,0,0,1
arivssf_2016_10,sf@ari_2016_10,sf_2016_10,2016,10,ari,23.0,20.0,sf,ari,-13.5,46.5,-13.0,48.0,arizona cardinals,arizona cardinals,1,-0.5,-1.5,0,1,-13.5,sf,no cover,under,0,1,70,0,sf,1,0,0,1
arivswas_2016_13,was@ari_2016_13,was_2016_13,2016,13,ari,31.0,23.0,was,ari,-2.5,48.5,-2.5,49.5,arizona cardinals,arizona cardinals,1,0.0,-1.0,0,0,-2.5,was,cover,over,0,1,70,0,was,1,0,1,0
arivsno_2016_15,no@ari_2016_15,no_2016_15,2016,15,ari,41.0,48.0,no,ari,-3.0,48.5,-2.5,50.0,arizona cardinals,arizona cardinals,1,-0.5,-1.5,0,1,-3.0,no,no cover,over,0,1,70,0,no,1,0,0,1
arivsdal_2017_3,dal@ari_2017_3,dal_2017_3,2017,3,ari,17.0,28.0,dal,dal,-3.0,46.5,-3.5,47.5,dallas cowboys,dallas cowboys,1,0.5,-1.0,0,0,-3.0,ari,cover,under,0,1,70,0,dal,1,1,0,1
arivssf_2017_4,sf@ari_2017_4,sf_2017_4,2017,4,ari,18.0,15.0,sf,ari,-6.0,43.0,-7.0,44.5,arizona cardinals,arizona cardinals,1,1.0,-1.5,0,0,-6.0,sf,no cover,under,0,1,70,0,sf,1,0,0,1
arivstb_2017_6,tb@ari_2017_6,tb_2017_6,2017,6,ari,38.0,33.0,tb,tb,-2.5,46.5,-2.0,44.0,tampa bay buccaneers,tampa bay buccaneers,1,-0.5,2.5,0,1,-2.5,ari,no cover,over,0,1,70,0,tb,1,1,1,0
arivssea_2017_10,sea@ari_2017_10,sea_2017_10,2017,10,ari,16.0,22.0,sea,sea,-6.0,40.0,-6.0,42.5,seattle seahawks,seattle seahawks,1,0.0,-2.5,0,0,-6.0,ari,push,under,0,1,70,0,sea,1,1,0,0
arivsjax_2017_12,jax@ari_2017_12,jax_2017_12,2017,12,ari,27.0,24.0,jax,jax,-6.0,37.5,-4.0,38.0,jacksonville jaguars,jacksonville jaguars,1,-2.0,-0.5,0,1,-6.0,ari,no cover,over,0,1,70,0,jax,1,1,1,0
arivslar_2017_13,lar@ari_2017_13,lar_2017_13,2017,13,ari,16.0,32.0,lar,lar,-7.5,43.0,-6.5,45.5,los angeles rams,los angeles rams,1,-1.0,-2.5,0,1,-7.5,ari,cover,over,0,1,70,0,lar,1,1,0,1
arivsten_2017_14,ten@ari_2017_14,ten_2017_14,2017,14,ari,12.0,7.0,ten,ten,-2.5,42.0,-3.0,44.5,tennessee titans,tennessee titans,1,0.5,-2.5,0,0,-2.5,ari,no cover,under,0,1,70,0,ten,1,1,1,0
arivsnyg_2017_16,nyg@ari_2017_16,nyg_2017_16,2017,16,ari,23.0,0.0,nyg,ari,-3.0,39.0,-4.5,40.0,arizona cardinals,arizona cardinals,1,1.5,-1.0,0,0,-3.0,nyg,cover,under,0,1,70,0,nyg,1,0,1,0
arivswas_2018_1,was@ari_2018_1,was_2018_1,2018,1,ari,6.0,24.0,was,ari,-2.0,43.5,-1.0,44.0,arizona cardinals,arizona cardinals,1,-1.0,-0.5,0,1,-2.0,was,no cover,under,0,1,70,0,was,1,0,0,1
arivschi_2018_3,chi@ari_2018_3,chi_2018_3,2018,3,ari,14.0,16.0,chi,chi,-6.0,38.5,-6.0,37.5,chicago bears,chicago bears,1,0.0,1.0,0,0,-6.0,ari,no cover,under,0,1,70,0,chi,1,1,1,0
arivssea_2018_4,sea@ari_2018_4,sea_2018_4,2018,4,ari,17.0,20.0,sea,sea,-3.5,40.0,-3.0,37.5,seattle seahawks,seattle seahawks,1,-0.5,2.5,0,1,-3.5,ari,no cover,under,0,1,70,0,sea,1,1,1,0
arivsden_2018_7,den@ari_2018_7,den_2018_7,2018,7,ari,10.0,45.0,den,den,-1.0,42.0,-1.5,40.0,denver broncos,denver broncos,1,0.5,2.0,0,0,-1.0,ari,cover,over,0,1,70,0,den,1,1,0,1
arivssf_2018_8,sf@ari_2018_8,sf_2018_8,2018,8,ari,18.0,15.0,sf,sf,-2.5,40.0,-1.0,43.5,arizona cardinals,san francisco 49ers,0,3.5,-3.5,1,0,-2.5,ari,no cover,under,0,1,70,0,sf,1,1,1,0
arivsoak_2018_11,oak@ari_2018_11,oak_2018_11,2018,11,ari,21.0,23.0,oak,ari,-4.5,41.0,-4.0,41.0,arizona cardinals,arizona cardinals,1,-0.5,0.0,0,1,-4.5,oak,no cover,over,0,1,70,0,oak,1,0,0,1
arivsdet_2018_14,det@ari_2018_14,det_2018_14,2018,14,ari,3.0,17.0,det,det,-2.5,40.5,-2.5,41.5,detroit lions,detroit lions,1,0.0,-1.0,0,0,-2.5,ari,cover,under,0,1,70,0,det,1,1,0,1
arivslar_2018_16,lar@ari_2018_16,lar_2018_16,2018,16,ari,9.0,31.0,lar,lar,-14.0,43.5,-13.5,47.5,los angeles rams,los angeles rams,1,-0.5,-4.0,0,1,-14.0,ari,cover,under,0,1,70,0,lar,1,1,0,1
arivsdet_2019_1,det@ari_2019_1,det_2019_1,2019,1,ari,27.0,27.0,det,det,-3.0,45.5,-2.5,47.5,detroit lions,detroit lions,1,-0.5,-2.0,0,1,-3.0,ari,no cover,over,0,1,70,0,det,1,1,1,0
arivscar_2019_3,car@ari_2019_3,car_2019_3,2019,3,ari,20.0,38.0,car,ari,-2.5,45.5,-2.5,45.5,carolina panthers,arizona cardinals,0,5.0,0.0,1,0,-2.5,car,no cover,over,0,1,70,0,car,1,0,0,1
arivssea_2019_4,sea@ari_2019_4,sea_2019_4,2019,4,ari,10.0,27.0,sea,sea,-5.5,48.5,-4.0,47.0,seattle seahawks,seattle seahawks,1,-1.5,1.5,0,1,-5.5,ari,cover,under,0,1,70,0,sea,1,1,0,1
arivsatl_2019_6,atl@ari_2019_6,atl_2019_6,2019,6,ari,34.0,33.0,atl,atl,-3.0,52.0,-2.0,51.0,atlanta falcons,atlanta falcons,1,-1.0,1.0,0,1,-3.0,ari,no cover,over,0,1,70,0,atl,1,1,1,0
arivssf_2019_9,sf@ari_2019_9,sf_2019_9,2019,9,ari,25.0,28.0,sf,sf,-10.0,43.0,-8.0,44.0,san francisco 49ers,san francisco 49ers,1,-2.0,-1.0,0,1,-10.0,ari,no cover,over,0,1,70,0,sf,1,1,1,0
arivslar_2019_13,lar@ari_2019_13,lar_2019_13,2019,13,ari,7.0,34.0,lar,lar,-2.5,47.0,-4.0,47.0,los angeles rams,los angeles rams,1,1.5,0.0,0,0,-2.5,ari,cover,under,0,1,70,0,lar,1,1,0,1
arivspit_2019_14,pit@ari_2019_14,pit_2019_14,2019,14,ari,17.0,23.0,pit,pit,-2.5,43.5,-2.5,43.0,pittsburgh steelers,pittsburgh steelers,1,0.0,0.5,0,0,-2.5,ari,cover,under,0,1,70,0,pit,1,1,0,1
arivscle_2019_15,cle@ari_2019_15,cle_2019_15,2019,15,ari,38.0,24.0,cle,cle,-3.0,49.0,-2.5,46.5,cleveland browns,cleveland browns,1,-0.5,2.5,0,1,-3.0,ari,no cover,over,0,1,70,0,cle,1,1,1,0
arivswas_2020_2,was@ari_2020_2,was_2020_2,2020,2,ari,30.0,15.0,was,ari,-7.0,46.5,-7.0,45.0,arizona cardinals,arizona cardinals,1,0.0,1.5,0,0,-7.0,was,cover,under,0,1,70,0,was,1,0,1,0
arivsdet_2020_3,det@ari_2020_3,det_2020_3,2020,3,ari,23.0,26.0,det,ari,-5.5,55.5,-6.0,53.0,arizona cardinals,arizona cardinals,1,0.5,2.5,0,0,-5.5,det,no cover,under,0,1,70,0,det,1,0,0,1
arivssea_2020_7,sea@ari_2020_7,sea_2020_7,2020,7,ari,37.0,34.0,sea,sea,-3.5,56.0,-3.5,56.5,seattle seahawks,seattle seahawks,1,0.0,-0.5,0,0,-3.5,ari,no cover,over,0,1,70,0,sea,1,1,1,0
arivsmia_2020_9,mia@ari_2020_9,mia_2020_9,2020,9,ari,31.0,34.0,mia,ari,-5.5,49.0,-5.0,48.0,arizona cardinals,arizona cardinals,1,-0.5,1.0,0,1,-5.5,mia,no cover,over,0,1,70,0,mia,1,0,0,1
arivsbuf_2020_10,buf@ari_2020_10,buf_2020_10,2020,10,ari,32.0,30.0,buf,ari,-2.5,56.0,-2.0,53.5,arizona cardinals,arizona cardinals,1,-0.5,2.5,0,1,-2.5,buf,no cover,over,0,1,70,0,buf,1,0,0,1
arivslar_2020_13,lar@ari_2020_13,lar_2020_13,2020,13,ari,28.0,38.0,lar,lar,-2.5,48.5,-1.5,48.5,los angeles rams,los angeles rams,1,-1.0,0.0,0,1,-2.5,ari,cover,over,0,1,70,0,lar,1,1,0,1
arivsphi_2020_15,phi@ari_2020_15,phi_2020_15,2020,15,ari,33.0,26.0,phi,ari,-6.0,49.5,-5.5,48.0,arizona cardinals,arizona cardinals,1,-0.5,1.5,0,1,-6.0,phi,cover,over,0,1,70,0,phi,1,0,1,0
arivssf_2020_16,sf@ari_2020_16,sf_2020_16,2020,16,ari,12.0,20.0,sf,ari,-6.0,49.0,-4.0,50.0,arizona cardinals,arizona cardinals,1,-2.0,-1.0,0,1,-6.0,sf,no cover,under,0,1,70,0,sf,1,0,0,1
arivsmin_2021_2,min@ari_2021_2,min_2021_2,2021,2,ari,34.0,33.0,min,ari,-4.0,51.0,-4.0,51.0,arizona cardinals,arizona cardinals,1,0.0,0.0,0,0,-4.0,min,no cover,over,0,1,70,0,min,1,0,0,1
arivssf_2021_5,sf@ari_2021_5,sf_2021_5,2021,5,ari,17.0,10.0,sf,ari,-6.0,48.5,-4.5,53.5,arizona cardinals,arizona cardinals,1,-1.5,-5.0,0,1,-6.0,sf,cover,under,0,1,70,0,sf,1,0,1,0
arivshou_2021_7,hou@ari_2021_7,hou_2021_7,2021,7,ari,31.0,5.0,hou,ari,-20.0,47.5,-17.0,48.0,arizona cardinals,arizona cardinals,1,-3.0,-0.5,1,1,-20.0,hou,cover,under,0,1,70,0,hou,1,0,1,0
arivsgb_2021_8,gb@ari_2021_8,gb_2021_8,2021,8,ari,21.0,24.0,gb,ari,-6.5,51.0,-3.5,53.5,arizona cardinals,arizona cardinals,1,-3.0,-2.5,1,1,-6.5,gb,no cover,under,0,1,70,0,gb,1,0,0,1
arivscar_2021_10,car@ari_2021_10,car_2021_10,2021,10,ari,10.0,34.0,car,ari,-7.0,41.5,-10.0,44.5,arizona cardinals,arizona cardinals,1,3.0,-3.0,1,0,-7.0,car,no cover,over,0,1,70,0,car,1,0,0,1
arivslar_2021_14,lar@ari_2021_14,lar_2021_14,2021,14,ari,23.0,30.0,lar,ari,-3.0,51.0,-3.0,52.0,arizona cardinals,arizona cardinals,1,0.0,-1.0,0,0,-3.0,lar,no cover,over,0,1,70,0,lar,1,0,0,1
arivsind_2021_16,ind@ari_2021_16,ind_2021_16,2021,16,ari,16.0,22.0,ind,ari,-3.0,48.0,-1.0,48.5,arizona cardinals,arizona cardinals,1,-2.0,-0.5,0,1,-3.0,ind,no cover,under,0,1,70,0,ind,1,0,0,1
arivssea_2021_18,sea@ari_2021_18,sea_2021_18,2021,18,ari,30.0,38.0,sea,ari,-5.0,48.5,-6.5,48.0,arizona cardinals,arizona cardinals,1,1.5,0.5,0,0,-5.0,sea,no cover,over,0,1,70,0,sea,1,0,0,1
arivskc_2022_1,kc@ari_2022_1,kc_2022_1,2022,1,ari,21.0,44.0,kc,kc,-6.0,54.0,-3.0,53.0,kansas city chiefs,kansas city chiefs,1,-3.0,1.0,1,1,-6.0,ari,cover,over,0,1,70,0,kc,1,1,0,1
arivslar_2022_3,lar@ari_2022_3,lar_2022_3,2022,3,ari,12.0,20.0,lar,lar,-3.5,48.5,-4.5,51.5,los angeles rams,los angeles rams,1,1.0,-3.0,0,0,-3.5,ari,cover,under,0,1,70,0,lar,1,1,0,1
atlvsno_2014_1,no@atl_2014_1,no_2014_1,2014,1,atl,37.0,34.0,no,no,-3.0,51.0,-2.5,51.5,new orleans saints,new orleans saints,1,-0.5,-0.5,0,1,-3.0,atl,no cover,over,0,1,70,0,no,1,1,1,0
atlvstb_2014_3,tb@atl_2014_3,tb_2014_3,2014,3,atl,56.0,14.0,tb,atl,-6.5,47.0,-5.5,44.5,atlanta falcons,atlanta falcons,1,-1.0,2.5,0,1,-6.5,tb,cover,over,0,1,70,0,tb,1,0,1,0
atlvschi_2014_6,chi@atl_2014_6,chi_2014_6,2014,6,atl,13.0,27.0,chi,atl,-3.5,55.5,-3.0,53.0,atlanta falcons,atlanta falcons,1,-0.5,2.5,0,1,-3.5,chi,no cover,under,0,1,70,0,chi,1,0,0,1
atlvsdet_2014_8,det@atl_2014_8,det_2014_8,2014,8,atl,21.0,22.0,det,det,-3.5,45.0,-3.5,47.0,detroit lions,detroit lions,1,0.0,-2.0,0,0,-3.5,atl,no cover,under,0,0,58,0,det,1,1,1,0
atlvscle_2014_12,cle@atl_2014_12,cle_2014_12,2014,12,atl,24.0,26.0,cle,atl,-3.0,48.5,-3.0,46.5,atlanta falcons,atlanta falcons,1,0.0,2.0,0,0,-3.0,cle,no cover,over,0,1,70,0,cle,1,0,0,1
atlvsari_2014_13,ari@atl_2014_13,ari_2014_13,2014,13,atl,29.0,18.0,ari,ari,-1.5,45.5,-1.0,44.5,atlanta falcons,arizona cardinals,0,2.5,1.0,0,0,-1.5,atl,no cover,over,0,1,70,0,ari,1,1,1,0
atlvspit_2014_15,pit@atl_2014_15,pit_2014_15,2014,15,atl,20.0,27.0,pit,pit,-3.0,55.0,0.0,53.5,pittsburgh steelers,pittsburgh steelers,1,-3.0,1.5,1,1,-3.0,atl,cover,under,0,1,70,0,pit,1,1,0,1
atlvscar_2014_17,car@atl_2014_17,car_2014_17,2014,17,atl,3.0,34.0,car,atl,-2.5,48.0,-3.0,47.5,atlanta falcons,atlanta falcons,1,0.5,0.5,0,0,-2.5,car,no cover,under,0,1,70,0,car,1,0,0,1
atlvsphi_2015_1,phi@atl_2015_1,phi_2015_1,2015,1,atl,26.0,24.0,phi,phi,-3.5,55.0,-3.0,55.0,philadelphia eagles,philadelphia eagles,1,-0.5,0.0,0,1,-3.5,atl,no cover,under,0,1,70,0,phi,1,1,1,0
atlvshou_2015_4,hou@atl_2015_4,hou_2015_4,2015,4,atl,48.0,21.0,hou,atl,-4.0,47.5,-5.0,46.5,atlanta falcons,atlanta falcons,1,1.0,1.0,0,0,-4.0,hou,cover,over,0,1,70,0,hou,1,0,1,0
atlvswas_2015_5,was@atl_2015_5,was_2015_5,2015,5,atl,25.0,19.0,was,atl,-7.5,48.5,-8.0,47.5,atlanta falcons,atlanta falcons,1,0.5,1.0,0,0,-7.5,was,no cover,under,0,1,70,0,was,1,0,0,1
atlvstb_2015_8,tb@atl_2015_8,tb_2015_8,2015,8,atl,20.0,23.0,tb,atl,-8.0,47.5,-7.5,49.0,atlanta falcons,atlanta falcons,1,-0.5,-1.5,0,1,-8.0,tb,no cover,under,0,1,70,0,tb,1,0,0,1
atlvsind_2015_11,ind@atl_2015_11,ind_2015_11,2015,11,atl,21.0,24.0,ind,atl,-3.5,47.5,-6.0,47.5,atlanta falcons,atlanta falcons,1,2.5,0.0,0,0,-3.5,ind,no cover,under,0,1,70,0,ind,1,0,0,1
atlvsmin_2015_12,min@atl_2015_12,min_2015_12,2015,12,atl,10.0,20.0,min,atl,-2.0,45.0,-2.5,46.0,atlanta falcons,atlanta falcons,1,0.5,-1.0,0,0,-2.0,min,no cover,under,0,1,70,0,min,1,0,0,1
atlvscar_2015_16,car@atl_2015_16,car_2015_16,2015,16,atl,20.0,13.0,car,car,-7.0,45.5,-7.0,47.0,carolina panthers,carolina panthers,1,0.0,-1.5,0,0,-7.0,atl,no cover,under,0,1,70,0,car,1,1,1,0
atlvsno_2015_17,no@atl_2015_17,no_2015_17,2015,17,atl,17.0,20.0,no,atl,-6.0,53.5,-4.0,53.0,atlanta falcons,atlanta falcons,1,-2.0,0.5,0,1,-6.0,no,no cover,under,0,1,70,0,no,1,0,0,1
atlvstb_2016_1,tb@atl_2016_1,tb_2016_1,2016,1,atl,24.0,31.0,tb,atl,-2.5,46.5,-3.0,47.5,atlanta falcons,atlanta falcons,1,0.5,-1.0,0,0,-2.5,tb,no cover,over,0,1,70,0,tb,1,0,0,1
atlvscar_2016_4,car@atl_2016_4,car_2016_4,2016,4,atl,48.0,33.0,car,car,-3.0,48.5,-3.5,50.0,carolina panthers,carolina panthers,1,0.5,-1.5,0,0,-3.0,atl,no cover,over,0,1,70,0,car,1,1,1,0
atlvslac_2016_7,lac@atl_2016_7,lac_2016_7,2016,7,atl,30.0,33.0,lac,atl,-4.5,52.5,-6.5,50.5,atlanta falcons,atlanta falcons,1,2.0,2.0,0,0,-4.5,lac,no cover,over,0,1,70,0,lac,1,0,0,1
atlvsgb_2016_8,gb@atl_2016_8,gb_2016_8,2016,8,atl,33.0,32.0,gb,atl,-3.0,51.0,-2.5,52.5,atlanta falcons,atlanta falcons,1,-0.5,-1.5,0,1,-3.0,gb,no cover,over,0,1,70,0,gb,1,0,0,1
atlvsari_2016_12,ari@atl_2016_12,ari_2016_12,2016,12,atl,38.0,19.0,ari,atl,-4.0,49.0,-4.0,50.5,atlanta falcons,atlanta falcons,1,0.0,-1.5,0,0,-4.0,ari,cover,over,0,1,70,0,ari,1,0,1,0
atlvskc_2016_13,kc@atl_2016_13,kc_2016_13,2016,13,atl,28.0,29.0,kc,atl,-5.0,50.0,-3.5,49.0,atlanta falcons,atlanta falcons,1,-1.5,1.0,0,1,-5.0,kc,no cover,over,0,1,70,0,kc,1,0,0,1
atlvssf_2016_15,sf@atl_2016_15,sf_2016_15,2016,15,atl,41.0,13.0,sf,atl,-13.5,51.5,-13.0,52.0,atlanta falcons,atlanta falcons,1,-0.5,-0.5,0,1,-13.5,sf,cover,over,0,1,70,0,sf,1,0,1,0
atlvsno_2016_17,no@atl_2016_17,no_2016_17,2016,17,atl,38.0,32.0,no,atl,-7.5,58.5,-7.0,55.5,atlanta falcons,atlanta falcons,1,-0.5,3.0,0,1,-7.5,no,no cover,over,0,1,70,0,no,1,0,0,1
atlvsgb_2017_2,gb@atl_2017_2,gb_2017_2,2017,2,atl,34.0,23.0,gb,atl,-3.0,55.0,-2.0,53.5,atlanta falcons,atlanta falcons,1,-1.0,1.5,0,1,-3.0,gb,cover,over,0,1,70,0,gb,1,0,1,0
atlvsbuf_2017_4,buf@atl_2017_4,buf_2017_4,2017,4,atl,17.0,23.0,buf,atl,-8.0,48.0,-8.0,48.5,atlanta falcons,atlanta falcons,1,0.0,-0.5,0,0,-8.0,buf,no cover,under,0,1,70,0,buf,1,0,0,1
atlvsmia_2017_6,mia@atl_2017_6,mia_2017_6,2017,6,atl,17.0,20.0,mia,atl,-14.0,46.0,-10.0,48.0,atlanta falcons,atlanta falcons,1,-4.0,-2.0,1,1,-14.0,mia,no cover,under,0,1,70,0,mia,1,0,0,1
atlvsdal_2017_10,dal@atl_2017_10,dal_2017_10,2017,10,atl,27.0,7.0,dal,atl,-3.5,49.0,-3.0,50.5,atlanta falcons,atlanta falcons,1,-0.5,-1.5,0,1,-3.5,dal,cover,under,0,1,70,0,dal,1,0,1,0
atlvstb_2017_12,tb@atl_2017_12,tb_2017_12,2017,12,atl,34.0,20.0,tb,atl,-10.5,47.0,-10.0,49.0,atlanta falcons,atlanta falcons,1,-0.5,-2.0,0,1,-10.5,tb,cover,over,0,1,70,0,tb,1,0,1,0
atlvsmin_2017_13,min@atl_2017_13,min_2017_13,2017,13,atl,9.0,14.0,min,atl,-2.0,48.5,-3.0,47.0,atlanta falcons,atlanta falcons,1,1.0,1.5,0,0,-2.0,min,no cover,under,0,1,70,0,min,1,0,0,1
atlvsno_2017_14,no@atl_2017_14,no_2017_14,2017,14,atl,20.0,17.0,no,atl,-2.5,51.5,-1.5,54.5,atlanta falcons,atlanta falcons,1,-1.0,-3.0,0,1,-2.5,no,cover,under,0,1,70,0,no,1,0,1,0
atlvscar_2017_17,car@atl_2017_17,car_2017_17,2017,17,atl,22.0,10.0,car,atl,-5.0,44.5,-3.5,47.0,atlanta falcons,atlanta falcons,1,-1.5,-2.5,0,1,-5.0,car,cover,under,0,1,70,0,car,1,0,1,0
atlvscar_2018_2,car@atl_2018_2,car_2018_2,2018,2,atl,31.0,24.0,car,atl,-5.5,43.5,-4.5,44.0,atlanta falcons,atlanta falcons,1,-1.0,-0.5,0,1,-5.5,car,cover,over,0,1,70,0,car,1,0,1,0
atlvsno_2018_3,no@atl_2018_3,no_2018_3,2018,3,atl,37.0,43.0,no,atl,-2.0,53.5,-3.0,53.0,atlanta falcons,atlanta falcons,1,1.0,0.5,0,0,-2.0,no,no cover,over,0,1,70,0,no,1,0,0,1
